From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9NX61	Q9NX61	reviewed	T161A_HUMAN	Transmembrane protein 161A (Adaptive response to oxidative stress protein 29) (AROS-29)	TMEM161A UNQ582/PRO1152	Homo sapiens (Human)	479
Q9NX62	Q9NX62	reviewed	IMPA3_HUMAN	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)	BPNT2 IMPA3 IMPAD1	Homo sapiens (Human)	359
Q9NX63	Q9NX63	reviewed	MIC19_HUMAN	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	CHCHD3 MIC19 MINOS3	Homo sapiens (Human)	227
Q9NX70	Q9NX70	reviewed	MED29_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29 IXL	Homo sapiens (Human)	200
Q9NX74	Q9NX74	reviewed	DUS2_HUMAN	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like (EC 1.3.1.91) (Dihydrouridine synthase 2) (Up-regulated in lung cancer protein 8) (URLC8) (tRNA-dihydrouridine synthase 2-like) (hDUS2)	DUS2 DUS2L	Homo sapiens (Human)	493
Q9NX76	Q9NX76	reviewed	CKLF6_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 6 (Chemokine-like factor superfamily member 6)	CMTM6 CKLFSF6	Homo sapiens (Human)	183
Q9NXA8	Q9NXA8	reviewed	SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5	Homo sapiens (Human)	310
Q9NXC2	Q9NXC2	reviewed	GFOD1_HUMAN	Glucose-fructose oxidoreductase domain-containing protein 1 (Gfo/Idh/MocA-like oxidoreductase domain-containing protein 1)	GFOD1 C6orf114	Homo sapiens (Human)	390
Q9NXC5	Q9NXC5	reviewed	MIOS_HUMAN	GATOR2 complex protein MIOS (Missing oocyte meiosis regulator homolog)	MIOS	Homo sapiens (Human)	875
Q9NXD2	Q9NXD2	reviewed	MTMRA_HUMAN	Myotubularin-related protein 10 (Inactive phosphatidylinositol 3-phosphatase 10)	MTMR10	Homo sapiens (Human)	777
Q9NXE4	Q9NXE4	reviewed	NSMA3_HUMAN	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	SMPD4 KIAA1418 SKNY	Homo sapiens (Human)	866
Q9NXE8	Q9NXE8	reviewed	CWC25_HUMAN	Pre-mRNA-splicing factor CWC25 homolog (Coiled-coil domain-containing protein 49) (Spliceosome-associated protein homolog CWC25)	CWC25 CCDC49	Homo sapiens (Human)	425
Q9NXF1	Q9NXF1	reviewed	TEX10_HUMAN	Testis-expressed protein 10	TEX10 L18 Nbla10363	Homo sapiens (Human)	929
Q9NXF7	Q9NXF7	reviewed	DCA16_HUMAN	DDB1- and CUL4-associated factor 16	DCAF16 C4orf30	Homo sapiens (Human)	216
Q9NXG0	Q9NXG0	reviewed	CNTLN_HUMAN	Centlein (Centrosomal protein)	CNTLN C9orf101 C9orf39	Homo sapiens (Human)	1405
Q9NXG2	Q9NXG2	reviewed	THUM1_HUMAN	THUMP domain-containing protein 1	THUMPD1	Homo sapiens (Human)	353
Q9NXG6	Q9NXG6	reviewed	P4HTM_HUMAN	Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4)	P4HTM PH4	Homo sapiens (Human)	502
Q9NXH8	Q9NXH8	reviewed	TOR4A_HUMAN	Torsin-4A (Torsin family 4 member A)	TOR4A C9orf167	Homo sapiens (Human)	423
Q9NXH9	Q9NXH9	reviewed	TRM1_HUMAN	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA methyltransferase 1) (hTRM1) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	TRMT1	Homo sapiens (Human)	659
Q9NXJ5	Q9NXJ5	reviewed	PGPI_HUMAN	Pyroglutamyl-peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl aminopeptidase I) (PAP-I) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrrolidone-carboxylate peptidase)	PGPEP1 PGPI	Homo sapiens (Human)	209
Q9NXK8	Q9NXK8	reviewed	FXL12_HUMAN	F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12)	FBXL12 FBL12	Homo sapiens (Human)	326
Q9NXN4	Q9NXN4	reviewed	GDAP2_HUMAN	Ganglioside-induced differentiation-associated protein 2	GDAP2	Homo sapiens (Human)	497
Q9NXR1	Q9NXR1	reviewed	NDE1_HUMAN	Nuclear distribution protein nudE homolog 1 (NudE)	NDE1 NUDE	Homo sapiens (Human)	335
Q9NXR5	Q9NXR5	reviewed	ANR10_HUMAN	Ankyrin repeat domain-containing protein 10	ANKRD10	Homo sapiens (Human)	420
Q9NXR7	Q9NXR7	reviewed	BABA2_HUMAN	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2 BRCC45 BRE	Homo sapiens (Human)	383
Q9NXR8	Q9NXR8	reviewed	ING3_HUMAN	Inhibitor of growth protein 3 (p47ING3)	ING3 HSPC301	Homo sapiens (Human)	418
Q9NXS2	Q9NXS2	reviewed	QPCTL_HUMAN	Glutaminyl-peptide cyclotransferase-like protein (EC 2.3.2.5) (Golgi-resident glutaminyl-peptide cyclotransferase) (isoQC) (gQC)	QPCTL	Homo sapiens (Human)	382
Q9NXT0	Q9NXT0	reviewed	ZN586_HUMAN	Zinc finger protein 586	ZNF586	Homo sapiens (Human)	402
Q9NXU5	Q9NXU5	reviewed	ARL15_HUMAN	ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2)	ARL15 ARFRP2	Homo sapiens (Human)	204
Q9NXV2	Q9NXV2	reviewed	KCTD5_HUMAN	BTB/POZ domain-containing protein KCTD5	KCTD5	Homo sapiens (Human)	234
Q9NXV6	Q9NXV6	reviewed	CARF_HUMAN	CDKN2A-interacting protein (Collaborator of ARF)	CDKN2AIP CARF	Homo sapiens (Human)	580
Q9NXW2	Q9NXW2	reviewed	DJB12_HUMAN	DnaJ homolog subfamily B member 12	DNAJB12	Homo sapiens (Human)	375
Q9NXW9	Q9NXW9	reviewed	ALKB4_HUMAN	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)	ALKBH4 ABH4	Homo sapiens (Human)	302
Q9NXX6	Q9NXX6	reviewed	NSE4A_HUMAN	Non-structural maintenance of chromosomes element 4 homolog A (NS4EA) (Non-SMC element 4 homolog A)	NSMCE4A C10orf86 PP4762	Homo sapiens (Human)	385
Q9NXZ2	Q9NXZ2	reviewed	DDX43_HUMAN	Probable ATP-dependent RNA helicase DDX43 (EC 3.6.4.13) (Cancer/testis antigen 13) (CT13) (DEAD box protein 43) (DEAD box protein HAGE) (Helical antigen)	DDX43 HAGE	Homo sapiens (Human)	648
Q9NY12	Q9NY12	reviewed	GAR1_HUMAN	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	GAR1 NOLA1	Homo sapiens (Human)	217
Q9NY26	Q9NY26	reviewed	S39A1_HUMAN	Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1)	SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71	Homo sapiens (Human)	324
Q9NY27	Q9NY27	reviewed	PP4R2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2 SBBI57	Homo sapiens (Human)	417
Q9NY33	Q9NY33	reviewed	DPP3_HUMAN	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	DPP3	Homo sapiens (Human)	737
Q9NY35	Q9NY35	reviewed	CLDN1_HUMAN	Claudin domain-containing protein 1 (Claudin-25) (Membrane protein GENX-3745)	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	Homo sapiens (Human)	253
Q9NY61	Q9NY61	reviewed	AATF_HUMAN	Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1)	AATF CHE1 DED HSPC277	Homo sapiens (Human)	560
Q9NY74	Q9NY74	reviewed	ETAA1_HUMAN	Ewing's tumor-associated antigen 1 (Ewing's tumor-associated antigen 16)	ETAA1 ETAA16	Homo sapiens (Human)	926
Q9NY93	Q9NY93	reviewed	DDX56_HUMAN	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	DDX56 DDX21 NOH61	Homo sapiens (Human)	547
Q9NY97	Q9NY97	reviewed	B3GN2_HUMAN	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 (EC 2.4.1.149) (Beta-1,3-N-acetylglucosaminyltransferase 1) (BGnT-1) (Beta-1,3-Gn-T1) (Beta3Gn-T1) (Beta-1,3-galactosyltransferase 7) (Beta-1,3-GalTase 7) (Beta3Gal-T7) (Beta3GalT7) (b3Gal-T7) (Beta-3-Gx-T7) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 7) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2) (BGnT-2) (Beta-1,3-Gn-T2) (Beta-1,3-N-acetylglucosaminyltransferase 2) (Beta3Gn-T2) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 7)	B3GNT2 B3GALT7 B3GNT1	Homo sapiens (Human)	397
Q9NYA1	Q9NYA1	reviewed	SPHK1_HUMAN	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)	SPHK1 SK1 SPHK SPK	Homo sapiens (Human)	384
Q9NYB0	Q9NYB0	reviewed	TE2IP_HUMAN	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1)	TERF2IP DRIP5 RAP1 PP8000	Homo sapiens (Human)	399
Q9NYB5	Q9NYB5	reviewed	SO1C1_HUMAN	Solute carrier organic anion transporter family member 1C1 (Organic anion transporter 1C1) (OATP1C1) (Organic anion transporter F) (OATP-F) (Organic anion transporter polypeptide-related protein 5) (OAT-RP-5) (OATP-RP5) (Organic anion-transporting polypeptide 14) (OATP-14) (Solute carrier family 21 member 14) (Thyroxine transporter)	SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14	Homo sapiens (Human)	712
Q9NYB9	Q9NYB9	reviewed	ABI2_HUMAN	Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1)	ABI2 ARGBPIA	Homo sapiens (Human)	513
Q9NYD6	Q9NYD6	reviewed	HXC10_HUMAN	Homeobox protein Hox-C10 (Homeobox protein Hox-3I)	HOXC10 HOX3I	Homo sapiens (Human)	342
Q9NYF3	Q9NYF3	reviewed	FA53C_HUMAN	Protein FAM53C	FAM53C C5orf6	Homo sapiens (Human)	392
Q9NYF5	Q9NYF5	reviewed	FA13B_HUMAN	Protein FAM13B (GAP-like protein N61)	FAM13B C5orf5 FAM13B1	Homo sapiens (Human)	915
Q9NYF8	Q9NYF8	reviewed	BCLF1_HUMAN	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	BCLAF1 BTF KIAA0164	Homo sapiens (Human)	920
Q9NYG2	Q9NYG2	reviewed	ZDHC3_HUMAN	Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Acyltransferase ZDHHC3) (EC 2.3.1.-) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3)	ZDHHC3 HSD49	Homo sapiens (Human)	299
Q9NYG5	Q9NYG5	reviewed	APC11_HUMAN	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11) (Hepatocellular carcinoma-associated RING finger protein)	ANAPC11 HSPC214	Homo sapiens (Human)	84
Q9NYH9	Q9NYH9	reviewed	UTP6_HUMAN	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597
Q9NYJ1	Q9NYJ1	reviewed	COA4_HUMAN	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8) (E2-induced gene 2 protein)	COA4 CHCHD8 E2IG2	Homo sapiens (Human)	87
Q9NYJ8	Q9NYJ8	reviewed	TAB2_HUMAN	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2)	TAB2 KIAA0733 MAP3K7IP2	Homo sapiens (Human)	693
Q9NYK5	Q9NYK5	reviewed	RM39_HUMAN	Large ribosomal subunit protein mL39 (39S ribosomal protein L39, mitochondrial) (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5)	MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22	Homo sapiens (Human)	338
Q9NYL2	Q9NYL2	reviewed	M3K20_HUMAN	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	MAP3K20 MLK7 MLTK ZAK HCCS4	Homo sapiens (Human)	800
Q9NYL4	Q9NYL4	reviewed	FKB11_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP11 (PPIase FKBP11) (EC 5.2.1.8) (19 kDa FK506-binding protein) (19 kDa FKBP) (FKBP-19) (FK506-binding protein 11) (FKBP-11) (Rotamase)	FKBP11 FKBP19 UNQ336/PRO535	Homo sapiens (Human)	201
Q9NYL9	Q9NYL9	reviewed	TMOD3_HUMAN	Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)	TMOD3	Homo sapiens (Human)	352
Q9NYM9	Q9NYM9	reviewed	BET1L_HUMAN	BET1-like protein (Golgi SNARE with a size of 15 kDa) (GOS-15) (GS15) (Vesicle transport protein GOS15)	BET1L GS15	Homo sapiens (Human)	111
Q9NYP3	Q9NYP3	reviewed	DONS_HUMAN	Protein downstream neighbor of Son (B17)	DONSON C21orf60	Homo sapiens (Human)	566
Q9NYP7	Q9NYP7	reviewed	ELOV5_HUMAN	Very long chain fatty acid elongase 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Elongation of very long chain fatty acids protein 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	ELOVL5 ELOVL2 PRO0530	Homo sapiens (Human)	299
Q9NYP9	Q9NYP9	reviewed	MS18A_HUMAN	Protein Mis18-alpha (FAPP1-associated protein 1)	MIS18A C21orf45 C21orf46 FASP1	Homo sapiens (Human)	233
Q9NYQ7	Q9NYQ7	reviewed	CELR3_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2	Homo sapiens (Human)	3312
Q9NYR9	Q9NYR9	reviewed	KBRS2_HUMAN	NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2)	NKIRAS2 KBRAS2	Homo sapiens (Human)	191
Q9NYS0	Q9NYS0	reviewed	KBRS1_HUMAN	NF-kappa-B inhibitor-interacting Ras-like protein 1 (I-kappa-B-interacting Ras-like protein 1) (Kappa B-Ras protein 1) (KappaB-Ras1)	NKIRAS1 KBRAS1	Homo sapiens (Human)	192
Q9NYT0	Q9NYT0	reviewed	PLEK2_HUMAN	Pleckstrin-2	PLEK2	Homo sapiens (Human)	353
Q9NYU1	Q9NYU1	reviewed	UGGG2_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 2 (UGT2) (hUGT2) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase 2) (UDP-glucose ceramide glucosyltransferase-like 1)	UGGT2 UGCGL2 UGT2	Homo sapiens (Human)	1516
Q9NYU2	Q9NYU2	reviewed	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	UGGT1 GT UGCGL1 UGGT UGT1 UGTR	Homo sapiens (Human)	1555
Q9NYV4	Q9NYV4	reviewed	CDK12_HUMAN	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	CDK12 CRK7 CRKRS KIAA0904	Homo sapiens (Human)	1490
Q9NYV6	Q9NYV6	reviewed	RRN3_HUMAN	RNA polymerase I-specific transcription initiation factor RRN3 (Transcription initiation factor IA) (TIF-IA)	RRN3 TIFIA	Homo sapiens (Human)	651
Q9NYW8	Q9NYW8	reviewed	RBAK_HUMAN	RB-associated KRAB zinc finger protein (RB-associated KRAB repressor) (hRBaK) (Zinc finger protein 769)	RBAK ZNF769	Homo sapiens (Human)	714
Q9NYY8	Q9NYY8	reviewed	FAKD2_HUMAN	FAST kinase domain-containing protein 2, mitochondrial	FASTKD2 KIAA0971	Homo sapiens (Human)	710
Q9NYZ1	Q9NYZ1	reviewed	TV23B_HUMAN	Golgi apparatus membrane protein TVP23 homolog B	TVP23B FAM18B FAM18B1 CGI-148 NPD008	Homo sapiens (Human)	205
Q9NYZ2	Q9NYZ2	reviewed	MFRN1_HUMAN	Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37)	SLC25A37 MFRN MSCP HT015	Homo sapiens (Human)	338
Q9NYZ3	Q9NYZ3	reviewed	GTSE1_HUMAN	G2 and S phase-expressed protein 1 (GTSE-1) (Protein B99 homolog)	GTSE1	Homo sapiens (Human)	739
Q9NZ01	Q9NZ01	reviewed	TECR_HUMAN	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	TECR GPSN2 SC2	Homo sapiens (Human)	308
Q9NZ08	Q9NZ08	reviewed	ERAP1_HUMAN	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)	941
Q9NZ09	Q9NZ09	reviewed	UBAP1_HUMAN	Ubiquitin-associated protein 1 (UBAP-1) (Nasopharyngeal carcinoma-associated gene 20 protein)	UBAP1 NAG20	Homo sapiens (Human)	502
Q9NZ32	Q9NZ32	reviewed	ARP10_HUMAN	Actin-related protein 10 (Actin-related protein 11) (hARP11)	ACTR10 ACTR11 ARP10 ARP11	Homo sapiens (Human)	417
Q9NZ42	Q9NZ42	reviewed	PEN2_HUMAN	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)	PSENEN PEN2 MDS033	Homo sapiens (Human)	101
Q9NZ43	Q9NZ43	reviewed	USE1_HUMAN	Vesicle transport protein USE1 (Putative MAPK-activating protein PM26) (USE1-like protein) (p31)	USE1 USE1L MDS032	Homo sapiens (Human)	259
Q9NZ45	Q9NZ45	reviewed	CISD1_HUMAN	CDGSH iron-sulfur domain-containing protein 1 (Cysteine transaminase CISD1) (EC 2.6.1.3) (MitoNEET)	CISD1 C10orf70 ZCD1 MDS029	Homo sapiens (Human)	108
Q9NZ52	Q9NZ52	reviewed	GGA3_HUMAN	ADP-ribosylation factor-binding protein GGA3 (Golgi-localized, gamma ear-containing, ARF-binding protein 3)	GGA3 KIAA0154	Homo sapiens (Human)	723
Q9NZ53	Q9NZ53	reviewed	PDXL2_HUMAN	Podocalyxin-like protein 2 (Endoglycan)	PODXL2 UNQ1861/PRO3742	Homo sapiens (Human)	605
Q9NZ63	Q9NZ63	reviewed	TLS1_HUMAN	Splicing factor C9orf78 (Hepatocellular carcinoma-associated antigen 59)	C9orf78 HCA59	Homo sapiens (Human)	289
Q9NZ71	Q9NZ71	reviewed	RTEL1_HUMAN	Regulator of telomere elongation helicase 1 (EC 5.6.2.-) (Novel helicase-like)	RTEL1 C20orf41 KIAA1088 NHL	Homo sapiens (Human)	1219
Q9NZ72	Q9NZ72	reviewed	STMN3_HUMAN	Stathmin-3 (SCG10-like protein)	STMN3 SCLIP	Homo sapiens (Human)	180
Q9NZB2	Q9NZB2	reviewed	F120A_HUMAN	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)	FAM120A C9orf10 KIAA0183 OSSA	Homo sapiens (Human)	1118
Q9NZC3	Q9NZC3	reviewed	GDE1_HUMAN	Glycerophosphodiester phosphodiesterase 1 (Glycerophosphoinositol glycerophosphodiesterase GDE1) (EC 3.1.4.44) (Lysophospholipase D GDE1) (EC 3.1.4.-) (Membrane-interacting protein of RGS16) (RGS16-interacting membrane protein)	GDE1 MIR16	Homo sapiens (Human)	331
Q9NZC7	Q9NZC7	reviewed	WWOX_HUMAN	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	WWOX FOR SDR41C1 WOX1	Homo sapiens (Human)	414
Q9NZC9	Q9NZC9	reviewed	SMAL1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (hHARP) (Sucrose nonfermenting protein 2-like 1)	SMARCAL1 HARP	Homo sapiens (Human)	954
Q9NZD2	Q9NZD2	reviewed	GLTP_HUMAN	Glycolipid transfer protein (GLTP)	GLTP	Homo sapiens (Human)	209
Q9NZD8	Q9NZD8	reviewed	SPG21_HUMAN	Maspardin (Acid cluster protein 33) (Spastic paraplegia 21 autosomal recessive Mast syndrome protein) (Spastic paraplegia 21 protein)	SPG21 ACP33 BM-019 GL010	Homo sapiens (Human)	308
Q9NZE8	Q9NZE8	reviewed	RM35_HUMAN	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (L35mt) (MRP-L35)	MRPL35 BM-007	Homo sapiens (Human)	188
Q9NZI7	Q9NZI7	reviewed	UBIP1_HUMAN	Upstream-binding protein 1 (Transcription factor LBP-1)	UBP1 LBP1	Homo sapiens (Human)	540
Q9NZI8	Q9NZI8	reviewed	IF2B1_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)	IGF2BP1 CRDBP VICKZ1 ZBP1	Homo sapiens (Human)	577
Q9NZJ0	Q9NZJ0	reviewed	DTL_HUMAN	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730
Q9NZJ4	Q9NZJ4	reviewed	SACS_HUMAN	Sacsin (DnaJ homolog subfamily C member 29)	SACS DNAJC29 KIAA0730	Homo sapiens (Human)	4579
Q9NZJ5	Q9NZJ5	reviewed	E2AK3_HUMAN	Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK) (Protein tyrosine kinase EIF2AK3) (EC 2.7.10.2)	EIF2AK3 PEK PERK	Homo sapiens (Human)	1116
Q9NZJ6	Q9NZJ6	reviewed	COQ3_HUMAN	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	COQ3 UG0215E05	Homo sapiens (Human)	369
Q9NZJ7	Q9NZJ7	reviewed	MTCH1_HUMAN	Mitochondrial carrier homolog 1 (Presenilin-associated protein)	MTCH1 PSAP CGI-64 UNQ1871/PRO4314	Homo sapiens (Human)	389
Q9NZJ9	Q9NZJ9	reviewed	NUDT4_HUMAN	Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (EC 3.6.1.61) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)	NUDT4 DIPP2 KIAA0487 HDCMB47P	Homo sapiens (Human)	180
Q9NZK5	Q9NZK5	reviewed	ADA2_HUMAN	Adenosine deaminase 2 (EC 3.5.4.4) (Cat eye syndrome critical region protein 1)	ADA2 ADGF CECR1 IDGFL	Homo sapiens (Human)	511
Q9NZL4	Q9NZL4	reviewed	HPBP1_HUMAN	Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-binding protein 2) (HspBP2) (Hsp70-interacting protein 1) (Hsp70-interacting protein 2)	HSPBP1 HSPBP PP1845	Homo sapiens (Human)	359
Q9NZL9	Q9NZL9	reviewed	MAT2B_HUMAN	Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995	Homo sapiens (Human)	334
Q9NZM1	Q9NZM1	reviewed	MYOF_HUMAN	Myoferlin (Fer-1-like protein 3)	MYOF FER1L3 KIAA1207	Homo sapiens (Human)	2061
